
List of delisted and no longer trading American stocks (through Aug-06)

Sources of delisted stock price and fundamental data:

csidata.com		US/Canada/UK price data
emphasisdata.com	US price data and fundamentals 

Description                                                                     	Exch.	Delist	Ticker
WITS INC                                                                        	NASDAQ	Dec-75	WITS
WIX CORP NC                                                                     	NASDAQ	Jun-79	WIXC
WIZ TECHNOLOGY INC                                                              	AMEX	Nov-96	WIZ
WIZTEC SOLUTIONS LTD                                                            	NASDAQ	Nov-99	WIZTF
WMC Resources                                                                   	NYSE	Jun-05	WMC
WMF GROUP LTD                                                                   	NASDAQ	Jun-00	WMFG
WOLF CORP                                                                       	NASDAQ	Dec-72	n/a
WOLF FINANCIAL GROUP INC                                                        	NASDAQ	Feb-94	WOFG
WOLF HOWARD B INC                                                               	AMEX	Oct-99	HBW
WOLOHAN LUMBER CO                                                               	NASDAQ	Nov-03	WLHN
WOLVERINE EXPLORATION CO                                                        	NASDAQ	Dec-92	WEXC
WOLVERINE TECHNOLOGIES INC                                                      	NYSE	May-88	WOV
WOMEN COM NETWORKS INC                                                          	NASDAQ	Jun-01	WOMN
WOMEN FIRST HEALTHCARE INC                                                      	NASDAQ	Apr-04	WFHC
WOMENS GOLF UNLIMITED INC                                                       	NASDAQ	Oct-02	GOLF
WOMENS HEALTH CNTRS OF AMER INC                                                 	NASDAQ	May-88	WOMN
WOMETCO CABLE TV INC                                                            	NASDAQ	Apr-84	WCTV
WOMETCO ENTERPRISES INC                                                         	NYSE	Apr-84	WOM
WONDERWARE CORP                                                                 	NASDAQ	Apr-98	WNDR
WOOD BANCORP INC                                                                	NASDAQ	Jul-99	FFWD
WOOD BROTHERS HOMES INC                                                         	NASDAQ	Jan-86	WBRO
WOOD INDUSTRIES INC                                                             	AMEX	Feb-79	WNW
WOOD JOHN INC                                                                   	AMEX	Apr-64	WOJ
WOODALL INDUSTRIES INC                                                          	AMEX	Feb-70	WDL
WOODBINE PETROLEUM INC DE                                                       	NASDAQ	Sep-92	WDBN
WOODROAST SYSTEMS INC                                                           	NASDAQ	Sep-98	WRSI
WOODS CORP                                                                      	NYSE	Dec-78	WDS
WOODS PETROLEUM CORP                                                            	NYSE	Jul-85	WOG
WOODSTREAM CORP                                                                 	AMEX	Jan-89	WOD
WOODWARD & LOTHROP INC                                                          	NASDAQ	Sep-84	WOOD
WOODWARD CORP                                                                   	NYSE	Nov-68	WOD
WOOLWORTH F W & CO LTD                                                          	AMEX	Dec-77	WT
WORCESTER BANCORP INC                                                           	NASDAQ	May-82	WORC
WORCESTER CONTROLS CORP                                                         	AMEX	Aug-78	WCN
WORD TRONICS CORP                                                               	NASDAQ	Nov-81	WORD
WORK RECOVERY INC                                                               	NASDAQ	Nov-95	WORK
WORK WEAR CORP                                                                  	AMEX	Jul-77	WKW
WORK WEAR INC                                                                   	AMEX	Jun-86	WKW
WORKFLOW MANAGEMENT INC                                                         	NASDAQ	Apr-04	WORK
WORKGROUP TECHNOLOGY CORP                                                       	NASDAQ	Oct-02	WKGP
WORKINGMENS CAPITAL HOLDINGS INC                                                	NASDAQ	Oct-96	WCHI
WORKINGMENS CORP                                                                	NASDAQ	May-92	WCBK
WORKMENS BANCORP INC                                                            	NASDAQ	Mar-92	WRKB
WORKSAFE INDUSTRIES INC                                                         	NASDAQ	Nov-00	WRKS
WORLCO DATA SYS INC                                                             	NASDAQ	Nov-90	WDSI
WORLCO INC                                                                      	NASDAQ	May-91	WORL
WORLD ACCESS INC                                                                	NASDAQ	Apr-01	WAXS
WORLD AIR HOLDINGS                                                              	NASDAQ	Feb-06	WLDAE
World Airways, Inc.                                                             	NASDAQ	May-06	WLDA
WORLD COLOR PRESS INC                                                           	AMEX	Jul-68	WLD
WORLD COLOR PRESS INC DEL                                                       	NYSE	Oct-99	WRC
WORLD CONTAINER CORP                                                            	NASDAQ	Dec-90	WRLD
WORLD INCOME FD INC                                                             	AMEX	Nov-91	WOI
WORLD JAI ALAI INC                                                              	NASDAQ	Nov-78	WJAL
WORLD MAIL CENTER INC                                                           	NASDAQ	May-86	WMCI
WORLD OF COMPUTERS INC                                                          	NASDAQ	Jun-85	WOCO
WORLD OF SCIENCE INC                                                            	NASDAQ	Sep-00	WOSI
WORLD SERVICE LIFE INS CO                                                       	NASDAQ	Aug-78	WSVC
WORLD SERVICE LIFE INSURANCE CO                                                 	NASDAQ	Feb-79	WSVL
WORLD TECHNOLOGIES & TRADING                                                    	NASDAQ	Jun-84	WTTC
WORLD WIDE COIN INVTS LTD                                                       	NASDAQ	Sep-81	WWID
WORLD WIRELESS COMMS INC                                                        	AMEX	Jul-03	XWC
WORLDCOM INC                                                                    	NASDAQ	Jul-02	MCWE
WORLDCOM INC GA NEW                                                             	NASDAQ	Jul-02	WCOM
WORLDCORP INC                                                                   	NYSE	Dec-98	WOA
Worldgate Communications, Inc.                                                  	NASDAQ	Jan-06	WGATE
WORLDGROUP COMPANIES INC                                                        	NASDAQ	Jul-88	TOUR
WORLDPAGES COM INC                                                              	NYSE	Jun-01	WPZ
WORLDPORT COMMUNICATIONS INC                                                    	NASDAQ	Aug-99	WRDP
WorldQuest Networks, Inc.                                                       	NASDAQ	Jun-06	WQNI
